English,Chinese
prozac,百忧解
claudine,克劳丁
vandals,破坏者
collectively,集体地
munchies,零食
nanites,纳米粒子
frolic,嬉戏的
out.,出去。
disorganized,杂乱无章的
dispenser,自动售货机
fillet,鱼片
beyonce,碧昂斯
mightn,可能
aced,王牌
redecorating,重新装修
diwali,排灯节
blythe,布莱斯
maximilian,马克西米利安
optimal,最佳的
lasso,套索
recourse,追索权
brittas,布里塔斯
hey-hey,嘿嘿
mediator,调解人
v-fib,室颤
apologizes,道歉
tunic,外衣
memorabilia,纪念品
caterpillars,毛毛虫
sodomy,鸡奸
anselmo,安塞尔莫
photogenic,上镜的
take-out,取出
referral,转介
knope,诺普
invulnerable,刀枪不入的
closeness,亲密程度
koh,科赫
bobbing,摆动
bleats,咩咩叫
bleu,蓝色
unwittingly,不知不觉
twentieth,第二十
go-ahead,前进
turn-on,开启
yuriko,百合子
sanctum,圣所
mouthwash,漱口水
copilot,副驾驶
picker,拾取器
xian,西安
whirlpool,漩涡
bombarded,轰击
quacking,嘎嘎叫
stillness,寂静
ieyasu,家康
raged,愤怒的
heung,乡
putnam,普特南
applauded,鼓掌
perfectionist,完美主义者
c.c.,抄送
thwarted,受阻
blight,枯萎病
pitchfork,叉
oren,奥伦
glutton,馋嘴
arnaud,阿尔诺
piotr,皮奥特尔
trimming,修剪
poppin,流行音乐
fiends,恶魔
ah-ah-ah,啊啊啊
madsen,马德森
columnist,专栏作家
vadim,瓦迪姆
priory,修道院
overdrive,超速行驶
innuendo,影射
davie,戴维
retina,视网膜
molotov,莫洛托夫
lobes,叶
wheeled,轮式的
jian,坚
tireless,不知疲倦的
feminism,女权主义
tandem,串联
mather,马瑟尔
angst,焦虑
eonni,奥尼
allowances,津贴
suntan,晒黑
attest,证明
sluice,水闸
armitage,阿米蒂奇
barrymore,巴里莫尔
jeepers,吉普车
unresponsive,反应迟钝
inhumane,不人道的
teleportation,传送
geographical,地理的
loosing,失去
three-year-old,三岁
schoolyard,校园
gaff,鱼叉
philips,飞利浦
misinterpreted,被误解
siam,暹
sutherland,萨瑟兰
node,节点
felice,费利斯
flyin,飞行
hemorrhoids,痔疮
renzo,伦佐
comer,角者
wikileaks,维基解密
y,y
thruster,推进器
chatsworth,查茨沃斯
phipps,菲普斯
infamy,骂名
infuriating,令人气愤的
og,奥格
swelled,肿胀
rejoicing,欢欣鼓舞
wooster,伍斯特
groomed,修饰过的
res,资源
karsten,卡斯滕
grumble,叽
bilbo,比尔博
gim,吉姆
uzi,乌兹
0ne,0ne
montalbano,蒙塔尔巴诺
suspenders,吊带
counterpart,对方
sanna,桑娜
boozing,喝酒
workshops,研讨会
30-year-old,30岁
florian,弗洛里安
zu,祖
undergone,经历过的
tiptoe,脚尖
solvent,溶剂
hatcher,出雏机
soapy,肥皂味的
thatyou,那你
gutsy,勇敢的
nath,内斯
nordic,北欧的
instinctive,本能的
martino,马蒂诺
dishonesty,不诚实
masako,雅子
kipling,吉卜林
ichiro,一郎
misconception,误解
corday,科迪
croatian,克罗地亚语
accountability,问责制
sleepyhead,瞌睡虫
spoonful,一勺
heywood,海伍德
sei,清
saree,纱丽
impersonal,客观的
haji,哈吉
reinhardt,莱因哈特
figuratively,比喻地
biceps,二头肌
bluetooth,蓝牙
trickle,细流
exports,出口
caterers,餐饮业者
belittle,贬低
chromosome,染色体
inoue,井上
gardeners,园丁
been-,到过-
cokes,可乐
classify,分类
aztecs,阿兹特克人
chiaki,千秋
chews,咀嚼
cog,齿轮
ambrosia,豚草
batista,巴蒂斯塔
sieve,筛
thang,唐
leda,莱达
finney,芬尼
gisborne,吉斯伯恩
horne,霍恩
oedipus,俄狄浦斯
spasms,痉挛
smithy,铁匠铺
yuuki,优纪
tibia,胫骨
hoyle,霍伊尔
wooing,求爱
stone-cold,冰冷的
rockers,摇杆
s--that,那--那个
carney,卡尼
candlestick,烛台
bolder,更大胆
gert,格特
lodger,房客
chappelle,查佩尔
unrequited,单相思的
poly,聚
flogging,鞭打
ong,翁
mundo,蒙多
zimmer,齐默
capricious,任性
sgt,中士
earpiece,听筒
renounced,放弃了
zeroes,零点
impaled,被刺穿
largo,拉戈
treaties,条约
bankroll,资金
beowulf,贝奥武甫
squadrons,中队
akiyama,秋山
nissan,日产
nothings,没什么
glades,林间空地
biryani,比尔亚尼菜
patrolman,巡逻员
valjean,冉阿让
tamsin,塔姆辛
editions,版本
tupperware,特百惠
combines,联合起来
newsroom,编辑部
hannes,汉内斯
chemically,化学地
nara,奈良
corcoran,科科伦
fanatical,狂热的
cellmate,狱友
judiciary,司法
imagines,想象
masa,玛莎
pulsating,脉动
richness,丰富
sideburns,鬓角
goodie,好东西
guerilla,游击队
romana,罗马纳
sprinkled,洒
drape,悬垂
rollie,罗莉
noggin,头
smut,黑穗病
corbin,科尔宾
checkin,报到
illuminating,照亮的
dulcinea,杜尔西内亚
vagrant,流浪汉
springing,弹跳
grouchy,脾气暴躁的
conn,康涅狄格州
great.,伟大的。
kunta,昆塔
fausto,福斯托
m.d.,医学博士
thrives,蓬勃发展
maimed,致残的
incurred,发生
kerrigan,凯里根
kareem,卡里姆
porthos,波尔托斯
cong,丛
pellet,颗粒
stools,凳子
evaluations,评价
rotterdam,鹿特丹
kal,卡尔
imogen,伊莫金
invariably,总是
laos,老挝
stepmom,继母
pomegranate,石榴
flourishing,芊芊
idiocy,白痴
quince,桲
compatriots,同胞们
bois,布瓦
surrey,萨里
loaves,面包
galore,丰富
maltese,马耳他语
belch,嗝
unguarded,无人看守的
superfluous,多余
toshio,敏夫
impoverished,贫困
inter,国际米兰
segments,细分市场
constellations,星座
filtered,过滤的
appraisal,评价
trinket,小饰品
attica,阿提卡
drunkenness,酒醉
enigmatic,神秘的
1990s,20世纪90年代
bayliss,贝利斯
grundy,格伦迪
toulouse,图卢兹
corals,珊瑚
quacks,庸医
crumbled,破碎的
abductions,绑架
estimation,估计
solly,索利
shibuya,涩谷
plantations,种植园
carne,卡内
mounds,土丘
eons,亿万年
depravity,堕落
drumroll,鼓声
withers,凋零
half-assed,半途而废
do-over,重来
fluttershy,轻飘飘的
adept,熟练的
ensured,有保证
paychecks,薪水
cully,库利
drafting,起草
equinox,春分
ricci,利奇
schoolmaster,校长
terrifies,吓坏了
low-life,低寿命
toshi,都志
murthy,默蒂
mauled,被殴打的
aeroplanes,飞机
satire,讽刺
montoya,蒙托亚
bountiful,丰富
splendidly,出色地
undue,不当的
lunchbox,饭盒
ora,奥拉
rhyming,押韵
unmistakable,明确无误的
lauderdale,劳德代尔堡
fresco,壁画
strudel,馅饼
och,奥赫
busier,更忙
estonia,爱沙尼亚
squirming,蠕蠕
colds,感冒
moines,莫伊因
stewed,炖
absinthe,苦艾酒
tachibana,橘
replaces,取代
definitively,明确地
mares,母马
psychopathic,精神病态的
couriers,快递员
discrepancy,差异
half-sister,同父异母的妹妹
gendarmes,宪兵
foryour,为你的
giraffes,长颈鹿
unpleasantness,不愉快
summarize,总结
query,询问
replicator,复制子
srjanapala,斯贾纳帕拉
undesirable,不受欢迎的
originality,独创性
lobotomy,脑白质切除术
mightiest,最强大的
glanced,瞥了一眼
afforded,提供的
gritty,坚韧不拔的
hiroko,弘子
makeshift,临时凑合
riveting,铆
lucian,卢西恩
nyet,涅耶特
indignation,愤慨
should-,应该-
pissy,小便
clergyman,牧师
krueger,克鲁格
elanna,埃兰娜
ilsa,伊尔莎
irregularities,违规行为
bandaged,缠着绷带的
seven-year-old,七岁
judson,贾德森
pollack,波拉克
tash,塔什
cripples,跛子
merritt,梅里特
darhk,达尔克
culmination,高潮
backstabbing,背后捅刀子
documenting,记录
bullpen,牛棚
collisions,碰撞
plaything,玩物
ashram,静修处
floozy,放荡的
low-key,低调
jiminy,吉米尼
hell-bent,一意孤行
rockies,落基山脉
thingies,东西
live-in,住家
inefficient,效率低下
sheath,鞘
splattered,溅落的
wristwatch,手表
appa,阿帕
reformation,宗教改革
durable,耐用的
spatula,抹刀
rallying,拉力赛
debated,争论过
oncologist,肿瘤学家
well-behaved,表现良好
post-it,便利贴
subtract,减去
vegetarians,素食者
amaya,阿马亚
etta,埃塔
maserati,玛莎拉蒂
brisket,胸部
childrens,孩子们的
good-,好的-
sluggish,迟缓
obscurity,朦胧
mitzi,米兹
focal,焦点
marcellus,马塞勒斯
morelli,莫雷利
shou,受
contenders,竞争者
unsaid,未说的
kelli,凯利
treads,踏板
poltergeist,恶作剧精神
lebron,勒布朗
doubtless,毫无疑问
zilch,齐尔奇
evaporated,蒸发了
laure,劳尔
disagrees,不同意
dandruff,头皮
silvery,银色的
affront,冒犯
tardy,迟迟
eaton,伊顿
slinging,吊索
lollipops,棒棒糖
tinted,有色的
stringing,穿线
blowin,吹
eoe,埃欧伊
norbert,诺伯特
zou,邹
lactose,乳糖
dishonorable,不名誉的
roundup,围捕
avec,阿韦克
discrete,离散的
ciccio,西西奥
apprenticeship,学徒制
arno,阿诺
muddled,糊涂的
remodel,改造
walkman,随身听
adonis,阿多尼斯
kyushu,九州
jezebel,耶洗别
bixby,比克斯比
harrow,耙
messieurs,先生们
hanoi,河内
holger,霍尔格
maj.,少校
ginza,银座
bogeyman,妖怪
workaholic,工作狂
up-to-date,最新
tailored,量身定制
pda,掌上电脑
pina,皮纳
they`re,他们是
here,这里
noches,夜点
flowering,开花
enriched,丰富的
foal,驹
legitimacy,合法性
theyre,他们是
arrhythmia,心律失常
lehman,雷曼兄弟
indulged,沉迷于
restitution,归还
vigilantes,义务警员
reconvene,重新召集
subxpacio,亚帕西奥
deteriorated,恶化的
unconfirmed,未证实
pondering,沉思
rewriting,重写
ode,颂
poise,平衡
flavia,弗拉维亚
mcpherson,麦克弗森
composure,镇静
camillo,卡米洛
u2,u2
swastika,卍
chickenshit,鸡屎
gearbox,变速箱
jizz,精液
sahil,萨希尔
overheated,过热
inspections,检查
pandit,潘伟迪
beech,山毛榉
plop,扑通扑通
livid,铁青
tron,特隆
we--we,我们--我们
serviced,服务过的
cayenne,辣椒
você,沃塞
impossibility,不可能
petri,皮特里
vigorously,大力
tomboy,假小子
persevere,坚持
tatsuo,辰夫
bower,凉亭
cuppa,茶
lentils,扁豆
odour,气味
boo-hoo,号泣
continuance,继续
incompatible,不相容
bootleg,盗版
coordinators,协调员
arrivederci,到达尔吉
spinner,旋转器
pesto,香蒜酱
expressly,明确地
hollister,霍利斯特
broken-down,破碎的
brutes,畜生
transcend,超越
infestation,侵扰
leach,浸出
kidnappings,绑架
whup,哇哦
h.r.,小时
circumcision,割礼
rearranged,重新排列
yonkers,扬克斯
neal,尼尔
shashi,沙市
frak,弗拉克
broomstick,扫帚
stamping,冲压
discounts,折扣
templars,圣堂武士
diffuse,扩散
eyeliner,眼线
danton,丹东
reared,饲养的
glories,荣耀
katana,武士刀
ballgame,球赛
lurks,潜伏着
hey,嘿
obsess,缠住
lar,拉尔
termite,白蚁
aravind,阿拉温德
unraveling,解开
urko,乌尔科
recited,背诵的
noor,努尔
inept,无能的
fyodor,费奥多尔
parody,戏仿
trending,趋势
amino,氨基
hostilities,敌对行动
hobart,霍巴特
marsden,马斯登
futuristic,未来派的
journeyed,旅行过的
falsified,伪造的
bystanders,旁观者
pierson,皮尔森
shangri-la,香格里拉
home-cooked,家常菜
germain,热尔曼
is.,是。
tse,谢
applicant,申请人
packard,帕卡德
cristal,水晶
cyrano,西拉诺
hussain,侯赛因
guam,关岛
duckling,小鸭
israelites,以色列人
patting,拍打
souffle,舒芙蕾
matias,马蒂亚斯
gorbachev,戈尔巴乔夫
rougher,较粗糙
dissent,异议
kojak,科贾克
adoring,崇拜
spanky,斯潘基
contracting,承包
baffling,莫名其妙
dressmaker,裁缝
annulled,被废除
minbari,敏巴里
mui,梅
rudimentary,初级的
go-between,媒人
shakedown,整顿
sevens,七人制橄榄球赛
farsi,波斯语
causton,考斯顿
dorset,多塞特郡
ryland,里兰
infusion,输液
securely,安全地
valera,瓦莱拉
mails,邮件
croquet,槌球
d.b.,分贝
lottie,洛蒂
fattening,育肥
bleeder,放血器
upriver,上游
marti,马蒂
disown,否认
incendiary,燃烧的
groggy,昏昏沉沉的
gliding,滑翔
santino,桑蒂诺
bukowski,布考斯基
stardom,明星地位
arisen,兴起
dans,丹斯
collaborating,合作
flat-out,全力以赴
consecrated,奉献的
half-breed,混血儿
advent,来临
rui,瑞
duvet,羽绒被
siesta,午休
beanie,毛线帽
childless,无子女的
narrow-minded,思想狭隘
hiromi,博美
bragged,吹嘘
lachlan,拉克兰
corsica,科西嘉岛
culturally,文化上的
rancho,牧场
looser,宽松的
dived,潜水
bookcase,书柜
cremate,火化
translations,翻译
padma,帕德玛
magog,梅戈格
akin,类似的
sussex,苏塞克斯
motionless,一动不动
placebo,安慰剂
andrey,安德烈
near-death,濒临死亡
fishlegs,鱼腿
deviation,偏差
kidd,基德
matilde,马蒂尔德
bonita,博尼塔
supervisors,督导员
gaddafi,卡扎菲
self-absorbed,自我陶醉
mohamed,穆罕默德
grope,摸索
kenobi,克诺比
grandmothers,祖母们
odie,奥迪
welded,焊接的
caprice,任性
parnell,帕内尔
gerson,格尔森
rubbers,橡胶
nas,纳斯
connery,康纳利
womanhood,女性气质
draco,德拉科
wimbledon,温布尔登
mosley,莫斯利
undivided,不可分割的
deterioration,恶化
detonators,雷管
webcam,摄像头
cypress,柏
lbs,磅
lepers,麻风病人
radioed,无线电广播
serrano,塞拉诺
rikki,里基
diligently,勤奋地
kano,卡诺
lucked,幸运的
lovesick,相思病
fast-forward,快进
likable,讨人喜欢的
metabolic,新陈代谢的
hillman,希尔曼
droplets,飞沫
vigor,活力
no-go,禁止
sirius,天狼星
delano,德拉诺
automotive,汽车
fema,联邦紧急事务管理局
hyungnim,亨宁
snowflakes,雪花
stabilizing,稳定
nanna,南纳
hindenburg,兴登堡
undiscovered,未被发现的
hydraulics,水力学
bossing,发号施令
prelude,序幕
oppenheimer,奥本海默
tonio,托尼奥
slacker,懒鬼
dio,迪奥
resolute,坚决
avid,狂热的
miro,米罗
florentine,佛罗伦萨
s.s.,s.s.
ha-ha-ha-ha,哈哈哈哈
unc,北卡罗来纳大学
zimbabwe,津巴布韦
respirator,呼吸器
chatters,喋喋不休
frantically,疯狂地
lansing,兰辛
feasting,宴饮
andros,安德罗斯
plowing,耕作
moro,莫罗
scotia,斯科舍省
dorks,呆子
aahh,啊啊
canvases,画布
aluminium,铝
eastman,伊士曼
grantham,格兰瑟姆
focuses,焦点
wilton,威尔顿
conveyed,传达的
bask,晒
frick,弗里克
cristo,克里斯托
plugging,堵塞
toughen,坚韧
gilded,镀金的
not.,不是。
clemente,克莱门特
johannesburg,约翰内斯堡
chasm,鸿沟
zev,泽夫
naoko,直子
codis,科迪斯
mulberry,桑
cheerios,干杯
boars,野猪
cold-hearted,冷酷无情
better-looking,更好看
zeynep,泽内普
i-if,我-如果
chromosomes,染色体
respite,喘息
donaghy,多纳吉
shoreline,海岸线
gazed,凝视着
lumbar,腰椎
influenza,流感
wok,炒锅
whirrs,呼呼声
redmond,雷德蒙德
mahatma,圣雄
sizable,相当大的
colossus,巨人
arif,阿里夫
macgregor,麦克格雷戈
hacienda,庄园
tae-soo,泰秀
heifer,小母牛
caverns,洞穴
wiretap,窃听
tch,奇
squatters,擅自占地者
fumble,摸索
textiles,纺织品
huns,匈奴
indicators,指标
cirque,马戏团
goering,戈林
cabbages,卷心菜
geordi,乔尔迪
pedestrians,行人
aline,艾琳
genitalia,生殖器
dialling,拨号
mollie,莫莉
peacekeepers,维和人员
stackhouse,斯塔克豪斯
plundered,被掠夺
payout,支付
cur,当前
grasses,草
odysseus,奥德修斯
aloft,高处
nourish,滋养
miyagi,宫城
ba-bawk,巴巴克
2dads,2个爸爸
staggered,交错
handout,讲义
sipowicz,西波维奇
moll,摩尔
aortic,主动脉
filial,孝
hightower,海塔
fayed,法耶兹
pagoda,宝塔
stalemate,僵局
pamper,宠爱
dickheads,白痴
androids,机器人
subtext,潜台词
uncuff,解开袖口
profiler,分析器
ballsy,大胆的
gleam,微光
trainees,实习生
oot,乌特
fundamentals,基础知识
pokey,狱
swig,痛饮
hasselhoff,哈塞尔霍夫
coercion,强迫
exec,执行
indra,因陀罗
unhook,脱钩
boosted,增强的
strutting,昂首阔步
volga,伏尔加河
epidural,硬膜外
capulet,凯普莱特
spiritus,醑
fredo,弗雷多
gringos,外国佬
cybermen,网络人
calum,卡勒姆
duggan,杜根
balzac,巴尔扎克
soledad,索莱达
rectal,直肠
ing,英
finders,发现者
prologue,序幕
dowd,多德
obliterate,泯
burners,燃烧器
harnessed,驾驭的
munchkin,芒奇金
wielding,挥舞
solicitation,招揽
bullion,金条
two-week,两周
inquired,询问
scoff,嘲笑
alby,阿尔比
reactive,反应性的
gasket,垫片
deviate,偏离
castiel,卡斯蒂尔
behaviors,行为
bide,比德
eckhart,埃克哈特
speakerphone,扬声器
t--i,t--i
christmases,圣诞节
philharmonic,爱乐乐团
